Oppdrag_ID,Dato_og_Tid,Time,Skift,Er_helg,c_eff,bind_min,n_aktive,kap_prosedyre,kap_beste_evne,Overordnet_oppdragstype
2968189,2025-03-07 14:08:14,14,Dag,False,3,10.333333333333332,0,Normal,Normal,Unødige og falske utrykninger
2968235,2025-03-07 14:39:19,14,Dag,False,3,9.583333333333332,0,Normal,Normal,Unødige og falske utrykninger
2968358,2025-03-07 15:48:36,15,Dag,False,3,12.966666666666667,0,Normal,Normal,Andre typer oppdrag
2968372,2025-03-07 15:58:57,15,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2968449,2025-03-07 17:02:33,17,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2968467,2025-03-07 17:14:08,17,Dag,False,3,8.716666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2968719,2025-03-07 20:36:50,20,Natt,False,2,10.066666666666666,0,Normal,Normal,Andre typer oppdrag
2968722,2025-03-07 20:48:06,20,Natt,False,2,17.766666666666666,0,Normal,Normal,Unødige og falske utrykninger
2968726,2025-03-07 20:57:10,20,Natt,False,2,29.316666666666666,1,Svikt,Degradert,Unødige og falske utrykninger
2968796,2025-03-07 22:33:28,22,Natt,False,2,18.6,0,Normal,Normal,Brann
2968887,2025-03-08 03:21:01,3,Natt,True,2,15.75,0,Normal,Normal,Ulykke
2969011,2025-03-08 09:00:33,9,Dag,True,2,40.43333333333333,0,Normal,Normal,Andre typer oppdrag
2969050,2025-03-08 09:19:34,9,Dag,True,2,7.1,1,Svikt,Degradert,Unødige og falske utrykninger
2969518,2025-03-08 09:30:18,9,Dag,True,2,12.966666666666667,1,Svikt,Degradert,Andre typer oppdrag
2969106,2025-03-08 10:09:38,10,Dag,True,2,9.916666666666668,0,Normal,Normal,Brann
2969293,2025-03-08 12:34:42,12,Dag,True,2,19.233333333333334,0,Normal,Normal,Unødige og falske utrykninger
2969339,2025-03-08 13:23:08,13,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2969444,2025-03-08 14:36:20,14,Dag,True,2,10.65,0,Normal,Normal,Brann
2969443,2025-03-08 14:36:53,14,Dag,True,2,22.116666666666667,1,Svikt,Degradert,Brann
2969448,2025-03-08 14:41:27,14,Dag,True,2,17.95,2,Svikt,Svikt,110-oppdrag uten involvering av brannvesen
2969495,2025-03-08 15:18:18,15,Dag,True,2,14.7,0,Normal,Normal,Unødige og falske utrykninger
2969639,2025-03-08 16:57:17,16,Dag,True,2,12.033333333333333,0,Normal,Normal,Unødige og falske utrykninger
2969678,2025-03-08 17:44:56,17,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2969803,2025-03-08 19:49:30,19,Natt,True,2,10.333333333333332,0,Normal,Normal,Brann
2969847,2025-03-08 20:34:26,20,Natt,True,2,11.033333333333333,0,Normal,Normal,Ulykke
2969871,2025-03-08 21:03:09,21,Natt,True,2,13.583333333333334,0,Normal,Normal,Unødige og falske utrykninger
2970016,2025-03-09 01:39:00,1,Natt,True,2,13.933333333333334,0,Normal,Normal,Ulykke
2970018,2025-03-09 01:39:38,1,Natt,True,2,12.966666666666667,1,Svikt,Degradert,Unødige og falske utrykninger
2970034,2025-03-09 02:48:33,2,Natt,True,2,15.333333333333334,0,Normal,Normal,Unødige og falske utrykninger
2970060,2025-03-09 05:09:40,5,Natt,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970064,2025-03-09 05:33:26,5,Natt,True,2,9.383333333333333,0,Normal,Normal,Unødige og falske utrykninger
2970093,2025-03-09 07:27:08,7,Dag,True,2,21.966666666666665,0,Normal,Normal,Unødige og falske utrykninger
2970096,2025-03-09 07:43:14,7,Dag,True,2,12.783333333333333,1,Svikt,Degradert,Unødige og falske utrykninger
2970125,2025-03-09 08:20:40,8,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970218,2025-03-09 10:28:22,10,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970228,2025-03-09 10:38:28,10,Dag,True,2,13.65,1,Svikt,Degradert,Unødige og falske utrykninger
2970284,2025-03-09 11:37:02,11,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970325,2025-03-09 12:18:38,12,Dag,True,2,14.083333333333334,0,Normal,Normal,Ulykke
2970421,2025-03-09 14:09:19,14,Dag,True,2,38.916666666666664,0,Normal,Normal,Ulykke
2970436,2025-03-09 14:21:11,14,Dag,True,2,26.1,1,Svikt,Degradert,Unødige og falske utrykninger
2970449,2025-03-09 14:36:06,14,Dag,True,2,12.883333333333333,2,Svikt,Svikt,Ulykke
2970562,2025-03-09 16:39:09,16,Dag,True,2,11.0,0,Normal,Normal,Andre typer oppdrag
2970568,2025-03-09 16:48:16,16,Dag,True,2,11.95,1,Svikt,Degradert,Ulykke
2970593,2025-03-09 17:03:47,17,Dag,True,2,14.8,0,Normal,Normal,Ulykke
2970592,2025-03-09 17:04:04,17,Dag,True,2,17.833333333333336,1,Svikt,Degradert,Unødige og falske utrykninger
2970607,2025-03-09 17:16:51,17,Dag,True,2,15.2,2,Svikt,Svikt,Andre typer oppdrag
2970654,2025-03-09 18:16:36,18,Dag,True,2,22.35,0,Normal,Normal,Brann
2970689,2025-03-09 18:55:30,18,Dag,True,2,10.116666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970728,2025-03-09 19:45:36,19,Natt,True,2,8.016666666666666,0,Normal,Normal,Ulykke
2970774,2025-03-09 20:48:19,20,Natt,True,2,10.566666666666666,0,Normal,Normal,Ulykke
2970847,2025-03-10 00:10:00,0,Natt,False,2,12.966666666666667,0,Normal,Normal,Ulykke
2970884,2025-03-10 03:19:06,3,Natt,False,2,14.933333333333334,0,Normal,Normal,Unødige og falske utrykninger
2970915,2025-03-10 06:39:45,6,Natt,False,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2970913,2025-03-10 06:41:11,6,Natt,False,2,12.966666666666667,1,Svikt,Degradert,Unødige og falske utrykninger
2970987,2025-03-10 07:45:27,7,Dag,False,3,13.55,0,Normal,Normal,Ulykke
2971039,2025-03-10 08:23:59,8,Dag,False,3,9.566666666666666,0,Normal,Normal,Ulykke
2971139,2025-03-10 09:08:17,9,Dag,False,3,11.883333333333333,0,Normal,Normal,Unødige og falske utrykninger
2971333,2025-03-10 10:15:26,10,Dag,False,3,13.683333333333334,0,Normal,Normal,Andre typer oppdrag
2971418,2025-03-10 10:43:02,10,Dag,False,3,26.766666666666666,0,Normal,Normal,Brann
2971981,2025-03-10 13:53:51,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2972147,2025-03-10 15:09:53,15,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2972171,2025-03-10 15:22:15,15,Dag,False,3,16.416666666666664,1,Degradert,Normal,Ulykke
2972295,2025-03-10 16:44:57,16,Dag,False,3,13.266666666666667,0,Normal,Normal,Unødige og falske utrykninger
2972461,2025-03-10 18:31:32,18,Dag,False,3,18.65,0,Normal,Normal,Unødige og falske utrykninger
2972476,2025-03-10 18:38:08,18,Dag,False,3,19.733333333333334,1,Degradert,Normal,Andre typer oppdrag
2972475,2025-03-10 18:41:27,18,Dag,False,3,14.733333333333333,2,Svikt,Degradert,Ulykke
2972573,2025-03-10 20:03:21,20,Natt,False,2,14.75,0,Normal,Normal,Brann
2972606,2025-03-10 20:51:37,20,Natt,False,2,14.25,0,Normal,Normal,Unødige og falske utrykninger
2972685,2025-03-10 23:33:15,23,Natt,False,2,38.7,0,Normal,Normal,Andre typer oppdrag
2972721,2025-03-11 03:31:48,3,Natt,False,2,9.483333333333334,0,Normal,Normal,Ulykke
2972758,2025-03-11 06:28:36,6,Natt,False,2,16.85,0,Normal,Normal,Unødige og falske utrykninger
2972792,2025-03-11 07:10:14,7,Dag,False,3,12.966666666666667,0,Normal,Normal,Andre typer oppdrag
2972802,2025-03-11 07:15:02,7,Dag,False,3,7.183333333333334,1,Degradert,Normal,Brann
2973130,2025-03-11 09:45:55,9,Dag,False,3,10.433333333333334,0,Normal,Normal,Unødige og falske utrykninger
2973386,2025-03-11 11:09:19,11,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2973411,2025-03-11 11:17:31,11,Dag,False,3,15.483333333333333,1,Degradert,Normal,Unødige og falske utrykninger
2973648,2025-03-11 12:30:58,12,Dag,False,3,9.166666666666668,0,Normal,Normal,Ulykke
2973734,2025-03-11 13:03:49,13,Dag,False,3,11.85,0,Normal,Normal,Unødige og falske utrykninger
2973999,2025-03-11 14:50:29,14,Dag,False,3,16.933333333333334,0,Normal,Normal,Brann
2974038,2025-03-11 15:08:04,15,Dag,False,3,11.716666666666667,0,Normal,Normal,Unødige og falske utrykninger
2974086,2025-03-11 15:36:19,15,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2974172,2025-03-11 16:39:07,16,Dag,False,3,8.8,0,Normal,Normal,Unødige og falske utrykninger
2974287,2025-03-11 17:59:59,17,Dag,False,3,20.433333333333334,0,Normal,Normal,Andre typer oppdrag
2974383,2025-03-11 19:11:56,19,Natt,False,2,22.216666666666665,0,Normal,Normal,Unødige og falske utrykninger
2974410,2025-03-11 19:40:58,19,Natt,False,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2974442,2025-03-11 20:06:32,20,Natt,False,2,8.783333333333333,0,Normal,Normal,Ulykke
2974486,2025-03-11 20:50:58,20,Natt,False,2,12.0,0,Normal,Normal,Brann
2974489,2025-03-11 20:51:21,20,Natt,False,2,12.966666666666667,1,Svikt,Degradert,110-oppdrag uten involvering av brannvesen
2974515,2025-03-11 21:23:53,21,Natt,False,2,10.333333333333332,0,Normal,Normal,Brann
2974564,2025-03-11 22:49:03,22,Natt,False,2,8.416666666666668,0,Normal,Normal,Brann
2974574,2025-03-11 23:02:32,23,Natt,False,2,12.966666666666667,0,Normal,Normal,Brann
2974582,2025-03-11 23:24:21,23,Natt,False,2,14.966666666666667,0,Normal,Normal,Andre typer oppdrag
2974606,2025-03-12 00:28:29,0,Natt,False,2,10.116666666666667,0,Normal,Normal,Unødige og falske utrykninger
2974633,2025-03-12 01:48:20,1,Natt,False,2,8.283333333333333,0,Normal,Normal,Unødige og falske utrykninger
2974817,2025-03-12 08:01:37,8,Dag,False,3,13.266666666666667,0,Normal,Normal,Unødige og falske utrykninger
2975176,2025-03-12 10:08:09,10,Dag,False,3,9.25,0,Normal,Normal,Brann
2975201,2025-03-12 10:22:26,10,Dag,False,3,10.3,0,Normal,Normal,Unødige og falske utrykninger
2975235,2025-03-12 10:32:28,10,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2975566,2025-03-12 12:32:29,12,Dag,False,3,10.366666666666667,0,Normal,Normal,Brann
2975668,2025-03-12 13:02:40,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2975742,2025-03-12 13:29:10,13,Dag,False,3,10.616666666666667,0,Normal,Normal,Unødige og falske utrykninger
2975880,2025-03-12 14:20:41,14,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2975908,2025-03-12 14:31:40,14,Dag,False,3,10.7,1,Degradert,Normal,Unødige og falske utrykninger
2975972,2025-03-12 15:16:17,15,Dag,False,3,12.966666666666667,0,Normal,Normal,Ulykke
2975975,2025-03-12 15:18:50,15,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2976266,2025-03-12 18:27:05,18,Dag,False,3,11.433333333333334,0,Normal,Normal,Unødige og falske utrykninger
2976297,2025-03-12 18:43:02,18,Dag,False,3,13.55,0,Normal,Normal,Unødige og falske utrykninger
2976386,2025-03-12 20:13:27,20,Natt,False,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2976471,2025-03-12 21:56:10,21,Natt,False,2,12.966666666666667,0,Normal,Normal,110-oppdrag uten involvering av brannvesen
2976481,2025-03-12 22:11:12,22,Natt,False,2,13.55,0,Normal,Normal,Andre typer oppdrag
2976544,2025-03-13 00:02:16,0,Natt,False,2,24.516666666666666,0,Normal,Normal,Brann
2976569,2025-03-13 01:28:12,1,Natt,False,2,13.0,0,Normal,Normal,Unødige og falske utrykninger
2976621,2025-03-13 08:18:53,8,Dag,False,3,12.966666666666667,0,Normal,Normal,Ulykke
2976788,2025-03-13 08:28:40,8,Dag,False,3,12.483333333333333,1,Degradert,Normal,Brann
2977123,2025-03-13 10:21:46,10,Dag,False,3,15.333333333333334,0,Normal,Normal,Brann
2977450,2025-03-13 12:16:43,12,Dag,False,3,12.516666666666667,0,Normal,Normal,Unødige og falske utrykninger
2977628,2025-03-13 13:17:47,13,Dag,False,3,12.216666666666667,0,Normal,Normal,Unødige og falske utrykninger
2977625,2025-03-13 13:18:17,13,Dag,False,3,12.966666666666667,1,Degradert,Normal,Andre typer oppdrag
2977709,2025-03-13 13:55:53,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2977784,2025-03-13 14:34:19,14,Dag,False,3,67.08333333333333,0,Normal,Normal,Ulykke
2977891,2025-03-13 15:23:37,15,Dag,False,3,12.966666666666667,1,Degradert,Normal,Ulykke
2977911,2025-03-13 15:46:33,15,Dag,False,3,15.1,0,Normal,Normal,Ulykke
2977923,2025-03-13 15:52:28,15,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2977991,2025-03-13 16:46:27,16,Dag,False,3,34.766666666666666,0,Normal,Normal,Brann
2978142,2025-03-13 19:12:05,19,Natt,False,2,6.616666666666667,0,Normal,Normal,Brann
2978164,2025-03-13 19:31:59,19,Natt,False,2,12.9,0,Normal,Normal,Unødige og falske utrykninger
2978381,2025-03-14 00:19:32,0,Natt,False,2,12.966666666666667,0,Normal,Normal,Ulykke
2978460,2025-03-14 06:55:03,6,Natt,False,2,10.183333333333334,0,Normal,Normal,Unødige og falske utrykninger
2978481,2025-03-14 07:12:26,7,Dag,False,3,17.016666666666666,0,Normal,Normal,Unødige og falske utrykninger
2978340,2025-03-14 07:24:14,7,Dag,False,3,12.966666666666667,1,Degradert,Normal,Ulykke
2978507,2025-03-14 07:25:34,7,Dag,False,3,12.966666666666667,2,Svikt,Degradert,110-oppdrag uten involvering av brannvesen
2978517,2025-03-14 07:32:12,7,Dag,False,3,12.966666666666667,2,Svikt,Degradert,Unødige og falske utrykninger
2978611,2025-03-14 08:33:37,8,Dag,False,3,8.933333333333334,0,Normal,Normal,Unødige og falske utrykninger
2978684,2025-03-14 09:00:26,9,Dag,False,3,8.283333333333333,0,Normal,Normal,Brann
2978893,2025-03-14 09:58:42,9,Dag,False,3,17.35,0,Normal,Normal,Brann
2978957,2025-03-14 10:21:13,10,Dag,False,3,12.833333333333334,0,Normal,Normal,Unødige og falske utrykninger
2978967,2025-03-14 10:23:09,10,Dag,False,3,12.966666666666667,1,Degradert,Normal,Andre typer oppdrag
2978987,2025-03-14 10:28:56,10,Dag,False,3,12.966666666666667,2,Svikt,Degradert,Unødige og falske utrykninger
2979094,2025-03-14 11:13:26,11,Dag,False,3,12.35,0,Normal,Normal,Unødige og falske utrykninger
2979127,2025-03-14 11:25:07,11,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2979263,2025-03-14 12:32:47,12,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2979485,2025-03-14 13:56:55,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2979500,2025-03-14 14:04:26,14,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2979573,2025-03-14 14:49:58,14,Dag,False,3,14.516666666666667,0,Normal,Normal,Ulykke
2979617,2025-03-14 15:21:54,15,Dag,False,3,12.966666666666667,0,Normal,Normal,Ulykke
2979762,2025-03-14 16:59:54,16,Dag,False,3,8.066666666666666,0,Normal,Normal,Unødige og falske utrykninger
2979792,2025-03-14 17:23:40,17,Dag,False,3,12.033333333333333,0,Normal,Normal,Unødige og falske utrykninger
2979809,2025-03-14 17:40:38,17,Dag,False,3,7.25,0,Normal,Normal,110-oppdrag uten involvering av brannvesen
2979820,2025-03-14 17:49:29,17,Dag,False,3,13.566666666666666,0,Normal,Normal,Unødige og falske utrykninger
2979939,2025-03-14 19:12:23,19,Natt,False,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2980062,2025-03-14 21:09:20,21,Natt,False,2,43.916666666666664,0,Normal,Normal,Brann
2980120,2025-03-14 23:00:36,23,Natt,False,2,11.583333333333334,0,Normal,Normal,Unødige og falske utrykninger
2980126,2025-03-14 23:03:08,23,Natt,False,2,10.166666666666668,1,Svikt,Degradert,Unødige og falske utrykninger
2980163,2025-03-15 00:15:27,0,Natt,True,2,10.983333333333334,0,Normal,Normal,Ulykke
2980214,2025-03-15 05:04:42,5,Natt,True,2,14.8,0,Normal,Normal,Ulykke
2980230,2025-03-15 06:52:40,6,Natt,True,2,22.183333333333334,0,Normal,Normal,Brann
2980245,2025-03-15 07:13:00,7,Dag,True,2,12.966666666666667,1,Svikt,Degradert,Andre typer oppdrag
2980309,2025-03-15 08:48:16,8,Dag,True,2,9.6,0,Normal,Normal,Ulykke
2980362,2025-03-15 09:47:11,9,Dag,True,2,9.466666666666667,0,Normal,Normal,Unødige og falske utrykninger
2980432,2025-03-15 10:49:55,10,Dag,True,2,11.533333333333333,0,Normal,Normal,Brann
2980445,2025-03-15 11:07:04,11,Dag,True,2,11.066666666666666,0,Normal,Normal,Brann
2980521,2025-03-15 11:51:26,11,Dag,True,2,21.633333333333333,0,Normal,Normal,Unødige og falske utrykninger
2980526,2025-03-15 11:58:31,11,Dag,True,2,110.23333333333333,1,Svikt,Degradert,Andre typer oppdrag
2980551,2025-03-15 12:28:53,12,Dag,True,2,23.266666666666666,1,Svikt,Degradert,Andre typer oppdrag
2980658,2025-03-15 14:30:48,14,Dag,True,2,10.016666666666666,0,Normal,Normal,Ulykke
2980685,2025-03-15 14:54:58,14,Dag,True,2,27.516666666666666,0,Normal,Normal,Brann
2980913,2025-03-15 19:04:51,19,Natt,True,2,12.966666666666667,0,Normal,Normal,110-oppdrag uten involvering av brannvesen
2980921,2025-03-15 19:12:02,19,Natt,True,2,28.616666666666667,1,Svikt,Degradert,Brann
2980936,2025-03-15 19:43:32,19,Natt,True,2,13.766666666666667,0,Normal,Normal,Brann
2980960,2025-03-15 20:12:07,20,Natt,True,2,8.25,0,Normal,Normal,Unødige og falske utrykninger
2980965,2025-03-15 20:18:44,20,Natt,True,2,27.366666666666667,1,Svikt,Degradert,Brann
2981050,2025-03-15 21:59:19,21,Natt,True,2,12.566666666666666,0,Normal,Normal,Unødige og falske utrykninger
2981071,2025-03-15 22:48:42,22,Natt,True,2,14.35,0,Normal,Normal,Brann
2981081,2025-03-15 23:06:30,23,Natt,True,2,37.266666666666666,0,Normal,Normal,Ulykke
2981102,2025-03-15 23:54:08,23,Natt,True,2,12.35,0,Normal,Normal,Brann
2981106,2025-03-16 00:00:32,0,Natt,True,2,23.466666666666665,1,Svikt,Degradert,Brann
2981139,2025-03-16 01:13:42,1,Natt,True,2,10.483333333333334,0,Normal,Normal,Ulykke
2981206,2025-03-16 05:57:46,5,Natt,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2981244,2025-03-16 08:10:40,8,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2981291,2025-03-16 09:40:14,9,Dag,True,2,17.883333333333333,0,Normal,Normal,Andre typer oppdrag
2981353,2025-03-16 10:56:12,10,Dag,True,2,17.233333333333334,0,Normal,Normal,Brann
2981405,2025-03-16 11:41:28,11,Dag,True,2,12.966666666666667,0,Normal,Normal,Andre typer oppdrag
2981521,2025-03-16 13:41:52,13,Dag,True,2,14.533333333333333,0,Normal,Normal,Unødige og falske utrykninger
2981585,2025-03-16 15:09:39,15,Dag,True,2,11.066666666666666,0,Normal,Normal,Unødige og falske utrykninger
2981635,2025-03-16 16:17:57,16,Dag,True,2,19.216666666666665,0,Normal,Normal,Ulykke
2981645,2025-03-16 16:29:46,16,Dag,True,2,17.133333333333333,1,Svikt,Degradert,Ulykke
2981738,2025-03-16 17:44:17,17,Dag,True,2,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2981770,2025-03-16 18:07:27,18,Dag,True,2,11.0,0,Normal,Normal,Brann
2981795,2025-03-16 18:37:25,18,Dag,True,2,24.083333333333332,0,Normal,Normal,Unødige og falske utrykninger
2981823,2025-03-16 18:59:34,18,Dag,True,2,7.916666666666667,1,Svikt,Degradert,Unødige og falske utrykninger
2982020,2025-03-17 01:58:27,1,Natt,False,2,13.716666666666667,0,Normal,Normal,Unødige og falske utrykninger
2982048,2025-03-17 05:12:14,5,Natt,False,2,21.583333333333332,0,Normal,Normal,Brann
2982146,2025-03-17 07:43:51,7,Dag,False,3,19.033333333333335,0,Normal,Normal,Brann
2982223,2025-03-17 08:26:09,8,Dag,False,3,9.783333333333333,0,Normal,Normal,Ulykke
2982285,2025-03-17 09:00:35,9,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2982358,2025-03-17 09:26:55,9,Dag,False,3,12.05,0,Normal,Normal,Ulykke
2982841,2025-03-17 12:20:25,12,Dag,False,3,11.183333333333334,0,Normal,Normal,Unødige og falske utrykninger
2983035,2025-03-17 13:17:25,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2983201,2025-03-17 14:43:24,14,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2983349,2025-03-17 16:08:30,16,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2983457,2025-03-17 17:49:01,17,Dag,False,3,11.4,0,Normal,Normal,Brann
2983459,2025-03-17 17:50:45,17,Dag,False,3,10.333333333333332,1,Degradert,Normal,Brann
2983504,2025-03-17 18:26:16,18,Dag,False,3,9.45,0,Normal,Normal,Ulykke
2983520,2025-03-17 18:37:26,18,Dag,False,3,12.45,0,Normal,Normal,Andre typer oppdrag
2983527,2025-03-17 18:44:30,18,Dag,False,3,12.35,1,Degradert,Normal,Brann
2983641,2025-03-17 20:32:39,20,Natt,False,2,9.85,0,Normal,Normal,Unødige og falske utrykninger
2983644,2025-03-17 20:40:13,20,Natt,False,2,16.9,1,Svikt,Degradert,Unødige og falske utrykninger
2983657,2025-03-17 20:59:58,20,Natt,False,2,13.066666666666666,0,Normal,Normal,Unødige og falske utrykninger
2983690,2025-03-17 21:37:24,21,Natt,False,2,6.833333333333334,0,Normal,Normal,Ulykke
2983726,2025-03-17 23:00:55,23,Natt,False,2,18.416666666666664,0,Normal,Normal,Andre typer oppdrag
2983729,2025-03-17 23:18:10,23,Natt,False,2,17.65,1,Svikt,Degradert,Ulykke
2983749,2025-03-18 00:04:22,0,Natt,False,2,13.6,0,Normal,Normal,Unødige og falske utrykninger
2983753,2025-03-18 00:22:33,0,Natt,False,2,9.983333333333334,0,Normal,Normal,Unødige og falske utrykninger
2983790,2025-03-18 03:52:28,3,Natt,False,2,13.183333333333334,0,Normal,Normal,Unødige og falske utrykninger
2983868,2025-03-18 07:35:38,7,Dag,False,3,10.766666666666666,0,Normal,Normal,Andre typer oppdrag
2983987,2025-03-18 08:38:13,8,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2984150,2025-03-18 09:32:47,9,Dag,False,3,8.716666666666667,0,Normal,Normal,Ulykke
2984320,2025-03-18 10:14:57,10,Dag,False,3,8.6,0,Normal,Normal,Unødige og falske utrykninger
2984339,2025-03-18 10:21:14,10,Dag,False,3,12.966666666666667,1,Degradert,Normal,Ulykke
2984539,2025-03-18 11:22:25,11,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2984677,2025-03-18 12:17:30,12,Dag,False,3,11.883333333333333,0,Normal,Normal,Unødige og falske utrykninger
2984874,2025-03-18 13:22:46,13,Dag,False,3,8.533333333333333,0,Normal,Normal,Brann
2985141,2025-03-18 15:05:09,15,Dag,False,3,10.716666666666667,0,Normal,Normal,Unødige og falske utrykninger
2985169,2025-03-18 15:10:49,15,Dag,False,3,10.183333333333334,1,Degradert,Normal,Brann
2985273,2025-03-18 16:04:51,16,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2985636,2025-03-18 20:10:07,20,Natt,False,2,13.016666666666667,0,Normal,Normal,Ulykke
2985653,2025-03-18 20:33:53,20,Natt,False,2,11.116666666666667,0,Normal,Normal,Brann
2985801,2025-03-19 04:18:22,4,Natt,False,2,18.766666666666666,0,Normal,Normal,Unødige og falske utrykninger
2985871,2025-03-19 07:16:02,7,Dag,False,3,114.7,0,Normal,Normal,Andre typer oppdrag
2986317,2025-03-19 10:15:54,10,Dag,False,3,13.416666666666666,0,Normal,Normal,Brann
2987089,2025-03-19 14:33:10,14,Dag,False,3,7.333333333333333,0,Normal,Normal,Ulykke
2987129,2025-03-19 14:43:26,14,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2987202,2025-03-19 15:29:18,15,Dag,False,3,16.5,0,Normal,Normal,Unødige og falske utrykninger
2987250,2025-03-19 16:03:41,16,Dag,False,3,5.383333333333333,0,Normal,Normal,Brann
2987307,2025-03-19 16:35:22,16,Dag,False,3,20.483333333333334,0,Normal,Normal,Unødige og falske utrykninger
2987313,2025-03-19 16:40:16,16,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2987458,2025-03-19 18:21:13,18,Dag,False,3,14.516666666666667,0,Normal,Normal,Brann
2987466,2025-03-19 18:29:47,18,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2987493,2025-03-19 18:46:40,18,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2987498,2025-03-19 18:50:07,18,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2987514,2025-03-19 19:02:16,19,Natt,False,2,8.366666666666667,1,Svikt,Degradert,Brann
2987667,2025-03-19 22:40:38,22,Natt,False,2,29.25,0,Normal,Normal,Unødige og falske utrykninger
2987721,2025-03-20 01:47:33,1,Natt,False,2,12.8,0,Normal,Normal,Unødige og falske utrykninger
2987812,2025-03-20 07:29:47,7,Dag,False,3,15.95,0,Normal,Normal,Ulykke
2987937,2025-03-20 08:22:58,8,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2987964,2025-03-20 08:37:42,8,Dag,False,3,8.133333333333333,0,Normal,Normal,Brann
2987992,2025-03-20 08:49:59,8,Dag,False,3,9.783333333333333,0,Normal,Normal,Brann
2988359,2025-03-20 10:31:22,10,Dag,False,3,10.216666666666667,0,Normal,Normal,Unødige og falske utrykninger
2988387,2025-03-20 10:44:12,10,Dag,False,3,13.083333333333334,0,Normal,Normal,Andre typer oppdrag
2988585,2025-03-20 11:55:27,11,Dag,False,3,7.55,0,Normal,Normal,Brann
2988661,2025-03-20 12:30:08,12,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2988717,2025-03-20 12:48:50,12,Dag,False,3,21.716666666666665,0,Normal,Normal,Brann
2988728,2025-03-20 12:54:08,12,Dag,False,3,12.966666666666667,1,Degradert,Normal,Unødige og falske utrykninger
2988884,2025-03-20 13:43:55,13,Dag,False,3,12.966666666666667,0,Normal,Normal,Unødige og falske utrykninger
2988962,2025-03-20 14:19:03,14,Dag,False,3,13.033333333333333,0,Normal,Normal,Andre typer oppdrag
2988994,2025-03-20 14:36:56,14,Dag,False,3,58.733333333333334,0,Normal,Normal,Andre typer oppdrag
